Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2018-08-10,2018-19,Man United,Leicester,2,1,H
2018-08-11,2018-19,Bournemouth,Cardiff,2,0,H
2018-08-11,2018-19,Fulham,Crystal Palace,0,2,A
2018-08-11,2018-19,Huddersfield,Chelsea,0,3,A
2018-08-11,2018-19,Newcastle,Tottenham,1,2,A
2018-08-11,2018-19,Watford,Brighton,2,0,H
2018-08-11,2018-19,Wolves,Everton,2,2,D
2018-08-12,2018-19,Arsenal,Man City,0,2,A
2018-08-12,2018-19,Liverpool,West Ham,4,0,H
2018-08-12,2018-19,Southampton,Burnley,0,0,D
2018-08-18,2018-19,Cardiff,Newcastle,0,0,D
2018-08-18,2018-19,Chelsea,Arsenal,3,2,H
2018-08-18,2018-19,Everton,Southampton,2,1,H
2018-08-18,2018-19,Leicester,Wolves,2,0,H
2018-08-18,2018-19,Tottenham,Fulham,3,1,H
2018-08-18,2018-19,West Ham,Bournemouth,1,2,A
2018-08-19,2018-19,Brighton,Man United,3,2,H
2018-08-19,2018-19,Burnley,Watford,1,3,A
2018-08-19,2018-19,Man City,Huddersfield,6,1,H
2018-08-20,2018-19,Crystal Palace,Liverpool,0,2,A
2018-08-25,2018-19,Arsenal,West Ham,3,1,H
2018-08-25,2018-19,Bournemouth,Everton,2,2,D
2018-08-25,2018-19,Huddersfield,Cardiff,0,0,D
2018-08-25,2018-19,Liverpool,Brighton,1,0,H
2018-08-25,2018-19,Southampton,Leicester,1,2,A
2018-08-25,2018-19,Wolves,Man City,1,1,D
2018-08-26,2018-19,Fulham,Burnley,4,2,H
2018-08-26,2018-19,Newcastle,Chelsea,1,2,A
2018-08-26,2018-19,Watford,Crystal Palace,2,1,H
2018-08-27,2018-19,Man United,Tottenham,0,3,A
2018-09-01,2018-19,Brighton,Fulham,2,2,D
2018-09-01,2018-19,Chelsea,Bournemouth,2,0,H
2018-09-01,2018-19,Crystal Palace,Southampton,0,2,A
2018-09-01,2018-19,Everton,Huddersfield,1,1,D
2018-09-01,2018-19,Leicester,Liverpool,1,2,A
2018-09-01,2018-19,Man City,Newcastle,2,1,H
2018-09-01,2018-19,West Ham,Wolves,0,1,A
2018-09-02,2018-19,Burnley,Man United,0,2,A
2018-09-02,2018-19,Cardiff,Arsenal,2,3,A
2018-09-02,2018-19,Watford,Tottenham,2,1,H
2018-09-15,2018-19,Bournemouth,Leicester,4,2,H
2018-09-15,2018-19,Chelsea,Cardiff,4,1,H
2018-09-15,2018-19,Huddersfield,Crystal Palace,0,1,A
2018-09-15,2018-19,Man City,Fulham,3,0,H
2018-09-15,2018-19,Newcastle,Arsenal,1,2,A
2018-09-15,2018-19,Tottenham,Liverpool,1,2,A
2018-09-15,2018-19,Watford,Man United,1,2,A
2018-09-16,2018-19,Everton,West Ham,1,3,A
2018-09-16,2018-19,Wolves,Burnley,1,0,H
2018-09-17,2018-19,Southampton,Brighton,2,2,D
2018-09-22,2018-19,Brighton,Tottenham,1,2,A
2018-09-22,2018-19,Burnley,Bournemouth,4,0,H
2018-09-22,2018-19,Cardiff,Man City,0,5,A
2018-09-22,2018-19,Crystal Palace,Newcastle,0,0,D
2018-09-22,2018-19,Fulham,Watford,1,1,D
2018-09-22,2018-19,Leicester,Huddersfield,3,1,H
2018-09-22,2018-19,Liverpool,Southampton,3,0,H
2018-09-22,2018-19,Man United,Wolves,1,1,D
2018-09-23,2018-19,Arsenal,Everton,2,0,H
2018-09-23,2018-19,West Ham,Chelsea,0,0,D
2018-09-29,2018-19,Arsenal,Watford,2,0,H
2018-09-29,2018-19,Chelsea,Liverpool,1,1,D
2018-09-29,2018-19,Everton,Fulham,3,0,H
2018-09-29,2018-19,Huddersfield,Tottenham,0,2,A
2018-09-29,2018-19,Man City,Brighton,2,0,H
2018-09-29,2018-19,Newcastle,Leicester,0,2,A
2018-09-29,2018-19,West Ham,Man United,3,1,H
2018-09-29,2018-19,Wolves,Southampton,2,0,H
2018-09-30,2018-19,Cardiff,Burnley,1,2,A
2018-10-01,2018-19,Bournemouth,Crystal Palace,2,1,H
2018-10-05,2018-19,Brighton,West Ham,1,0,H
2018-10-06,2018-19,Burnley,Huddersfield,1,1,D
2018-10-06,2018-19,Crystal Palace,Wolves,0,1,A
2018-10-06,2018-19,Leicester,Everton,1,2,A
2018-10-06,2018-19,Man United,Newcastle,3,2,H
2018-10-06,2018-19,Tottenham,Cardiff,1,0,H
2018-10-06,2018-19,Watford,Bournemouth,0,4,A
2018-10-07,2018-19,Fulham,Arsenal,1,5,A
2018-10-07,2018-19,Liverpool,Man City,0,0,D
2018-10-07,2018-19,Southampton,Chelsea,0,3,A
2018-10-20,2018-19,Bournemouth,Southampton,0,0,D
2018-10-20,2018-19,Cardiff,Fulham,4,2,H
2018-10-20,2018-19,Chelsea,Man United,2,2,D
2018-10-20,2018-19,Huddersfield,Liverpool,0,1,A
2018-10-20,2018-19,Man City,Burnley,5,0,H
2018-10-20,2018-19,Newcastle,Brighton,0,1,A
2018-10-20,2018-19,West Ham,Tottenham,0,1,A
2018-10-20,2018-19,Wolves,Watford,0,2,A
2018-10-21,2018-19,Everton,Crystal Palace,2,0,H
2018-10-22,2018-19,Arsenal,Leicester,3,1,H
2018-10-27,2018-19,Brighton,Wolves,1,0,H
2018-10-27,2018-19,Fulham,Bournemouth,0,3,A
2018-10-27,2018-19,Leicester,West Ham,1,1,D
2018-10-27,2018-19,Liverpool,Cardiff,4,1,H
2018-10-27,2018-19,Southampton,Newcastle,0,0,D
2018-10-27,2018-19,Watford,Huddersfield,3,0,H
2018-10-28,2018-19,Burnley,Chelsea,0,4,A
2018-10-28,2018-19,Crystal Palace,Arsenal,2,2,D
2018-10-28,2018-19,Man United,Everton,2,1,H
2018-10-29,2018-19,Tottenham,Man City,0,1,A
2018-11-03,2018-19,Arsenal,Liverpool,1,1,D
2018-11-03,2018-19,Bournemouth,Man United,1,2,A
2018-11-03,2018-19,Cardiff,Leicester,0,1,A
2018-11-03,2018-19,Everton,Brighton,3,1,H
2018-11-03,2018-19,Newcastle,Watford,1,0,H
2018-11-03,2018-19,West Ham,Burnley,4,2,H
2018-11-03,2018-19,Wolves,Tottenham,2,3,A
2018-11-04,2018-19,Chelsea,Crystal Palace,3,1,H
2018-11-04,2018-19,Man City,Southampton,6,1,H
2018-11-05,2018-19,Huddersfield,Fulham,1,0,H
2018-11-10,2018-19,Cardiff,Brighton,2,1,H
2018-11-10,2018-19,Crystal Palace,Tottenham,0,1,A
2018-11-10,2018-19,Huddersfield,West Ham,1,1,D
2018-11-10,2018-19,Leicester,Burnley,0,0,D
2018-11-10,2018-19,Newcastle,Bournemouth,2,1,H
2018-11-10,2018-19,Southampton,Watford,1,1,D
2018-11-11,2018-19,Arsenal,Wolves,1,1,D
2018-11-11,2018-19,Chelsea,Everton,0,0,D
2018-11-11,2018-19,Liverpool,Fulham,2,0,H
2018-11-11,2018-19,Man City,Man United,3,1,H
2018-11-24,2018-19,Brighton,Leicester,1,1,D
2018-11-24,2018-19,Everton,Cardiff,1,0,H
2018-11-24,2018-19,Fulham,Southampton,3,2,H
2018-11-24,2018-19,Man United,Crystal Palace,0,0,D
2018-11-24,2018-19,Tottenham,Chelsea,3,1,H
2018-11-24,2018-19,Watford,Liverpool,0,3,A
2018-11-24,2018-19,West Ham,Man City,0,4,A
2018-11-25,2018-19,Bournemouth,Arsenal,1,2,A
2018-11-25,2018-19,Wolves,Huddersfield,0,2,A
2018-11-26,2018-19,Burnley,Newcastle,1,2,A
2018-11-30,2018-19,Cardiff,Wolves,2,1,H
2018-12-01,2018-19,Crystal Palace,Burnley,2,0,H
2018-12-01,2018-19,Huddersfield,Brighton,1,2,A
2018-12-01,2018-19,Leicester,Watford,2,0,H
2018-12-01,2018-19,Man City,Bournemouth,3,1,H
2018-12-01,2018-19,Newcastle,West Ham,0,3,A
2018-12-01,2018-19,Southampton,Man United,2,2,D
2018-12-02,2018-19,Arsenal,Tottenham,4,2,H
2018-12-02,2018-19,Chelsea,Fulham,2,0,H
2018-12-02,2018-19,Liverpool,Everton,1,0,H
2018-12-04,2018-19,Bournemouth,Huddersfield,2,1,H
2018-12-04,2018-19,Brighton,Crystal Palace,3,1,H
2018-12-04,2018-19,Watford,Man City,1,2,A
2018-12-04,2018-19,West Ham,Cardiff,3,1,H
2018-12-05,2018-19,Burnley,Liverpool,1,3,A
2018-12-05,2018-19,Everton,Newcastle,1,1,D
2018-12-05,2018-19,Fulham,Leicester,1,1,D
2018-12-05,2018-19,Man United,Arsenal,2,2,D
2018-12-05,2018-19,Tottenham,Southampton,3,1,H
2018-12-05,2018-19,Wolves,Chelsea,2,1,H
2018-12-08,2018-19,Arsenal,Huddersfield,1,0,H
2018-12-08,2018-19,Bournemouth,Liverpool,0,4,A
2018-12-08,2018-19,Burnley,Brighton,1,0,H
2018-12-08,2018-19,Cardiff,Southampton,1,0,H
2018-12-08,2018-19,Chelsea,Man City,2,0,H
2018-12-08,2018-19,Leicester,Tottenham,0,2,A
2018-12-08,2018-19,Man United,Fulham,4,1,H
2018-12-08,2018-19,West Ham,Crystal Palace,3,2,H
2018-12-09,2018-19,Newcastle,Wolves,1,2,A
2018-12-10,2018-19,Everton,Watford,2,2,D
2018-12-15,2018-19,Crystal Palace,Leicester,1,0,H
2018-12-15,2018-19,Fulham,West Ham,0,2,A
2018-12-15,2018-19,Huddersfield,Newcastle,0,1,A
2018-12-15,2018-19,Man City,Everton,3,1,H
2018-12-15,2018-19,Tottenham,Burnley,1,0,H
2018-12-15,2018-19,Watford,Cardiff,3,2,H
2018-12-15,2018-19,Wolves,Bournemouth,2,0,H
2018-12-16,2018-19,Brighton,Chelsea,1,2,A
2018-12-16,2018-19,Liverpool,Man United,3,1,H
2018-12-16,2018-19,Southampton,Arsenal,3,2,H
2018-12-21,2018-19,Wolves,Liverpool,0,2,A
2018-12-22,2018-19,Arsenal,Burnley,3,1,H
2018-12-22,2018-19,Bournemouth,Brighton,2,0,H
2018-12-22,2018-19,Cardiff,Man United,1,5,A
2018-12-22,2018-19,Chelsea,Leicester,0,1,A
2018-12-22,2018-19,Huddersfield,Southampton,1,3,A
2018-12-22,2018-19,Man City,Crystal Palace,2,3,A
2018-12-22,2018-19,Newcastle,Fulham,0,0,D
2018-12-22,2018-19,West Ham,Watford,0,2,A
2018-12-23,2018-19,Everton,Tottenham,2,6,A
2018-12-26,2018-19,Brighton,Arsenal,1,1,D
2018-12-26,2018-19,Burnley,Everton,1,5,A
2018-12-26,2018-19,Crystal Palace,Cardiff,0,0,D
2018-12-26,2018-19,Fulham,Wolves,1,1,D
2018-12-26,2018-19,Leicester,Man City,2,1,H
2018-12-26,2018-19,Liverpool,Newcastle,4,0,H
2018-12-26,2018-19,Man United,Huddersfield,3,1,H
2018-12-26,2018-19,Tottenham,Bournemouth,5,0,H
2018-12-26,2018-19,Watford,Chelsea,1,2,A
2018-12-27,2018-19,Southampton,West Ham,1,2,A
2018-12-29,2018-19,Brighton,Everton,1,0,H
2018-12-29,2018-19,Fulham,Huddersfield,1,0,H
2018-12-29,2018-19,Leicester,Cardiff,0,1,A
2018-12-29,2018-19,Liverpool,Arsenal,5,1,H
2018-12-29,2018-19,Tottenham,Wolves,1,3,A
2018-12-29,2018-19,Watford,Newcastle,1,1,D
2018-12-30,2018-19,Burnley,West Ham,2,0,H
2018-12-30,2018-19,Crystal Palace,Chelsea,0,1,A
2018-12-30,2018-19,Man United,Bournemouth,4,1,H
2018-12-30,2018-19,Southampton,Man City,1,3,A
2019-01-01,2018-19,Arsenal,Fulham,4,1,H
2019-01-01,2018-19,Cardiff,Tottenham,0,3,A
2019-01-01,2018-19,Everton,Leicester,0,1,A
2019-01-02,2018-19,Bournemouth,Watford,3,3,D
2019-01-02,2018-19,Chelsea,Southampton,0,0,D
2019-01-02,2018-19,Huddersfield,Burnley,1,2,A
2019-01-02,2018-19,Newcastle,Man United,0,2,A
2019-01-02,2018-19,West Ham,Brighton,2,2,D
2019-01-02,2018-19,Wolves,Crystal Palace,0,2,A
2019-01-03,2018-19,Man City,Liverpool,2,1,H
2019-01-12,2018-19,Brighton,Liverpool,0,1,A
2019-01-12,2018-19,Burnley,Fulham,2,1,H
2019-01-12,2018-19,Cardiff,Huddersfield,0,0,D
2019-01-12,2018-19,Chelsea,Newcastle,2,1,H
2019-01-12,2018-19,Crystal Palace,Watford,1,2,A
2019-01-12,2018-19,Leicester,Southampton,1,2,A
2019-01-12,2018-19,West Ham,Arsenal,1,0,H
2019-01-13,2018-19,Everton,Bournemouth,2,0,H
2019-01-13,2018-19,Tottenham,Man United,0,1,A
2019-01-14,2018-19,Man City,Wolves,3,0,H
2019-01-19,2018-19,Arsenal,Chelsea,2,0,H
2019-01-19,2018-19,Bournemouth,West Ham,2,0,H
2019-01-19,2018-19,Liverpool,Crystal Palace,4,3,H
2019-01-19,2018-19,Man United,Brighton,2,1,H
2019-01-19,2018-19,Newcastle,Cardiff,3,0,H
2019-01-19,2018-19,Southampton,Everton,2,1,H
2019-01-19,2018-19,Watford,Burnley,0,0,D
2019-01-19,2018-19,Wolves,Leicester,4,3,H
2019-01-20,2018-19,Fulham,Tottenham,1,2,A
2019-01-20,2018-19,Huddersfield,Man City,0,3,A
2019-01-29,2018-19,Arsenal,Cardiff,2,1,H
2019-01-29,2018-19,Fulham,Brighton,4,2,H
2019-01-29,2018-19,Huddersfield,Everton,0,1,A
2019-01-29,2018-19,Man United,Burnley,2,2,D
2019-01-29,2018-19,Newcastle,Man City,2,1,H
2019-01-29,2018-19,Wolves,West Ham,3,0,H
2019-01-30,2018-19,Bournemouth,Chelsea,4,0,H
2019-01-30,2018-19,Liverpool,Leicester,1,1,D
2019-01-30,2018-19,Southampton,Crystal Palace,1,1,D
2019-01-30,2018-19,Tottenham,Watford,2,1,H
2019-02-02,2018-19,Brighton,Watford,0,0,D
2019-02-02,2018-19,Burnley,Southampton,1,1,D
2019-02-02,2018-19,Cardiff,Bournemouth,2,0,H
2019-02-02,2018-19,Chelsea,Huddersfield,5,0,H
2019-02-02,2018-19,Crystal Palace,Fulham,2,0,H
2019-02-02,2018-19,Everton,Wolves,1,3,A
2019-02-02,2018-19,Tottenham,Newcastle,1,0,H
2019-02-03,2018-19,Leicester,Man United,0,1,A
2019-02-03,2018-19,Man City,Arsenal,3,1,H
2019-02-04,2018-19,West Ham,Liverpool,1,1,D
2019-02-06,2018-19,Everton,Man City,0,2,A
2019-02-09,2018-19,Brighton,Burnley,1,3,A
2019-02-09,2018-19,Crystal Palace,West Ham,1,1,D
2019-02-09,2018-19,Fulham,Man United,0,3,A
2019-02-09,2018-19,Huddersfield,Arsenal,1,2,A
2019-02-09,2018-19,Liverpool,Bournemouth,3,0,H
2019-02-09,2018-19,Southampton,Cardiff,1,2,A
2019-02-09,2018-19,Watford,Everton,1,0,H
2019-02-10,2018-19,Man City,Chelsea,6,0,H
2019-02-10,2018-19,Tottenham,Leicester,3,1,H
2019-02-11,2018-19,Wolves,Newcastle,1,1,D
2019-02-22,2018-19,Cardiff,Watford,1,5,A
2019-02-22,2018-19,West Ham,Fulham,3,1,H
2019-02-23,2018-19,Bournemouth,Wolves,1,1,D
2019-02-23,2018-19,Burnley,Tottenham,2,1,H
2019-02-23,2018-19,Leicester,Crystal Palace,1,4,A
2019-02-23,2018-19,Newcastle,Huddersfield,2,0,H
2019-02-24,2018-19,Arsenal,Southampton,2,0,H
2019-02-24,2018-19,Man United,Liverpool,0,0,D
2019-02-26,2018-19,Cardiff,Everton,0,3,A
2019-02-26,2018-19,Huddersfield,Wolves,1,0,H
2019-02-26,2018-19,Leicester,Brighton,2,1,H
2019-02-26,2018-19,Newcastle,Burnley,2,0,H
2019-02-27,2018-19,Arsenal,Bournemouth,5,1,H
2019-02-27,2018-19,Chelsea,Tottenham,2,0,H
2019-02-27,2018-19,Crystal Palace,Man United,1,3,A
2019-02-27,2018-19,Liverpool,Watford,5,0,H
2019-02-27,2018-19,Man City,West Ham,1,0,H
2019-02-27,2018-19,Southampton,Fulham,2,0,H
2019-03-02,2018-19,Bournemouth,Man City,0,1,A
2019-03-02,2018-19,Brighton,Huddersfield,1,0,H
2019-03-02,2018-19,Burnley,Crystal Palace,1,3,A
2019-03-02,2018-19,Man United,Southampton,3,2,H
2019-03-02,2018-19,Tottenham,Arsenal,1,1,D
2019-03-02,2018-19,West Ham,Newcastle,2,0,H
2019-03-02,2018-19,Wolves,Cardiff,2,0,H
2019-03-03,2018-19,Everton,Liverpool,0,0,D
2019-03-03,2018-19,Fulham,Chelsea,1,2,A
2019-03-03,2018-19,Watford,Leicester,2,1,H
2019-03-09,2018-19,Cardiff,West Ham,2,0,H
2019-03-09,2018-19,Crystal Palace,Brighton,1,2,A
2019-03-09,2018-19,Huddersfield,Bournemouth,0,2,A
2019-03-09,2018-19,Leicester,Fulham,3,1,H
2019-03-09,2018-19,Man City,Watford,3,1,H
2019-03-09,2018-19,Newcastle,Everton,3,2,H
2019-03-09,2018-19,Southampton,Tottenham,2,1,H
2019-03-10,2018-19,Arsenal,Man United,2,0,H
2019-03-10,2018-19,Chelsea,Wolves,1,1,D
2019-03-10,2018-19,Liverpool,Burnley,4,2,H
2019-03-16,2018-19,Bournemouth,Newcastle,2,2,D
2019-03-16,2018-19,Burnley,Leicester,1,2,A
2019-03-16,2018-19,West Ham,Huddersfield,4,3,H
2019-03-17,2018-19,Everton,Chelsea,2,0,H
2019-03-17,2018-19,Fulham,Liverpool,1,2,A
2019-03-30,2018-19,Brighton,Southampton,0,1,A
2019-03-30,2018-19,Burnley,Wolves,2,0,H
2019-03-30,2018-19,Crystal Palace,Huddersfield,2,0,H
2019-03-30,2018-19,Fulham,Man City,0,2,A
2019-03-30,2018-19,Leicester,Bournemouth,2,0,H
2019-03-30,2018-19,Man United,Watford,2,1,H
2019-03-30,2018-19,West Ham,Everton,0,2,A
2019-03-31,2018-19,Cardiff,Chelsea,1,2,A
2019-03-31,2018-19,Liverpool,Tottenham,2,1,H
2019-04-01,2018-19,Arsenal,Newcastle,2,0,H
2019-04-02,2018-19,Watford,Fulham,4,1,H
2019-04-02,2018-19,Wolves,Man United,2,1,H
2019-04-03,2018-19,Chelsea,Brighton,3,0,H
2019-04-03,2018-19,Man City,Cardiff,2,0,H
2019-04-03,2018-19,Tottenham,Crystal Palace,2,0,H
2019-04-05,2018-19,Southampton,Liverpool,1,3,A
2019-04-06,2018-19,Bournemouth,Burnley,1,3,A
2019-04-06,2018-19,Huddersfield,Leicester,1,4,A
2019-04-06,2018-19,Newcastle,Crystal Palace,0,1,A
2019-04-07,2018-19,Everton,Arsenal,1,0,H
2019-04-08,2018-19,Chelsea,West Ham,2,0,H
2019-04-12,2018-19,Leicester,Newcastle,0,1,A
2019-04-13,2018-19,Brighton,Bournemouth,0,5,A
2019-04-13,2018-19,Burnley,Cardiff,2,0,H
2019-04-13,2018-19,Fulham,Everton,2,0,H
2019-04-13,2018-19,Man United,West Ham,2,1,H
2019-04-13,2018-19,Southampton,Wolves,3,1,H
2019-04-13,2018-19,Tottenham,Huddersfield,4,0,H
2019-04-14,2018-19,Crystal Palace,Man City,1,3,A
2019-04-14,2018-19,Liverpool,Chelsea,2,0,H
2019-04-15,2018-19,Watford,Arsenal,0,1,A
2019-04-16,2018-19,Brighton,Cardiff,0,2,A
2019-04-20,2018-19,Bournemouth,Fulham,0,1,A
2019-04-20,2018-19,Huddersfield,Watford,1,2,A
2019-04-20,2018-19,Man City,Tottenham,1,0,H
2019-04-20,2018-19,Newcastle,Southampton,3,1,H
2019-04-20,2018-19,West Ham,Leicester,2,2,D
2019-04-20,2018-19,Wolves,Brighton,0,0,D
2019-04-21,2018-19,Arsenal,Crystal Palace,2,3,A
2019-04-21,2018-19,Cardiff,Liverpool,0,2,A
2019-04-21,2018-19,Everton,Man United,4,0,H
2019-04-22,2018-19,Chelsea,Burnley,2,2,D
2019-04-23,2018-19,Tottenham,Brighton,1,0,H
2019-04-23,2018-19,Watford,Southampton,1,1,D
2019-04-24,2018-19,Man United,Man City,0,2,A
2019-04-24,2018-19,Wolves,Arsenal,3,1,H
2019-04-26,2018-19,Liverpool,Huddersfield,5,0,H
2019-04-27,2018-19,Brighton,Newcastle,1,1,D
2019-04-27,2018-19,Crystal Palace,Everton,0,0,D
2019-04-27,2018-19,Fulham,Cardiff,1,0,H
2019-04-27,2018-19,Southampton,Bournemouth,3,3,D
2019-04-27,2018-19,Tottenham,West Ham,0,1,A
2019-04-27,2018-19,Watford,Wolves,1,2,A
2019-04-28,2018-19,Burnley,Man City,0,1,A
2019-04-28,2018-19,Leicester,Arsenal,3,0,H
2019-04-28,2018-19,Man United,Chelsea,1,1,D
2019-05-03,2018-19,Everton,Burnley,2,0,H
2019-05-04,2018-19,Bournemouth,Tottenham,1,0,H
2019-05-04,2018-19,Cardiff,Crystal Palace,2,3,A
2019-05-04,2018-19,Newcastle,Liverpool,2,3,A
2019-05-04,2018-19,West Ham,Southampton,3,0,H
2019-05-04,2018-19,Wolves,Fulham,1,0,H
2019-05-05,2018-19,Arsenal,Brighton,1,1,D
2019-05-05,2018-19,Chelsea,Watford,3,0,H
2019-05-05,2018-19,Huddersfield,Man United,1,1,D
2019-05-06,2018-19,Man City,Leicester,1,0,H
2019-05-12,2018-19,Brighton,Man City,1,4,A
2019-05-12,2018-19,Burnley,Arsenal,1,3,A
2019-05-12,2018-19,Crystal Palace,Bournemouth,5,3,H
2019-05-12,2018-19,Fulham,Newcastle,0,4,A
2019-05-12,2018-19,Leicester,Chelsea,0,0,D
2019-05-12,2018-19,Liverpool,Wolves,2,0,H
2019-05-12,2018-19,Man United,Cardiff,0,2,A
2019-05-12,2018-19,Southampton,Huddersfield,1,1,D
2019-05-12,2018-19,Tottenham,Everton,2,2,D
2019-05-12,2018-19,Watford,West Ham,1,4,A
2019-08-09,2019-20,Liverpool,Norwich,4,1,H
2019-08-10,2019-20,West Ham,Man City,0,5,A
2019-08-10,2019-20,Bournemouth,Sheffield United,1,1,D
2019-08-10,2019-20,Burnley,Southampton,3,0,H
2019-08-10,2019-20,Crystal Palace,Everton,0,0,D
2019-08-10,2019-20,Watford,Brighton,0,3,A
2019-08-10,2019-20,Tottenham,Aston Villa,3,1,H
2019-08-11,2019-20,Leicester,Wolves,0,0,D
2019-08-11,2019-20,Newcastle,Arsenal,0,1,A
2019-08-11,2019-20,Man United,Chelsea,4,0,H
2019-08-17,2019-20,Arsenal,Burnley,2,1,H
2019-08-17,2019-20,Aston Villa,Bournemouth,1,2,A
2019-08-17,2019-20,Brighton,West Ham,1,1,D
2019-08-17,2019-20,Everton,Watford,1,0,H
2019-08-17,2019-20,Norwich,Newcastle,3,1,H
2019-08-17,2019-20,Southampton,Liverpool,1,2,A
2019-08-17,2019-20,Man City,Tottenham,2,2,D
2019-08-18,2019-20,Sheffield United,Crystal Palace,1,0,H
2019-08-18,2019-20,Chelsea,Leicester,1,1,D
2019-08-19,2019-20,Wolves,Man United,1,1,D
2019-08-23,2019-20,Aston Villa,Everton,2,0,H
2019-08-24,2019-20,Norwich,Chelsea,2,3,A
2019-08-24,2019-20,Brighton,Southampton,0,2,A
2019-08-24,2019-20,Man United,Crystal Palace,1,2,A
2019-08-24,2019-20,Sheffield United,Leicester,1,2,A
2019-08-24,2019-20,Watford,West Ham,1,3,A
2019-08-24,2019-20,Liverpool,Arsenal,3,1,H
2019-08-25,2019-20,Bournemouth,Man City,1,3,A
2019-08-25,2019-20,Tottenham,Newcastle,0,1,A
2019-08-25,2019-20,Wolves,Burnley,1,1,D
2019-08-31,2019-20,Southampton,Man United,1,1,D
2019-08-31,2019-20,Chelsea,Sheffield United,2,2,D
2019-08-31,2019-20,Crystal Palace,Aston Villa,1,0,H
2019-08-31,2019-20,Leicester,Bournemouth,3,1,H
2019-08-31,2019-20,Man City,Brighton,4,0,H
2019-08-31,2019-20,Newcastle,Watford,1,1,D
2019-08-31,2019-20,West Ham,Norwich,2,0,H
2019-08-31,2019-20,Burnley,Liverpool,0,3,A
2019-09-01,2019-20,Everton,Wolves,3,2,H
2019-09-01,2019-20,Arsenal,Tottenham,2,2,D
2019-09-14,2019-20,Liverpool,Newcastle,3,1,H
2019-09-14,2019-20,Brighton,Burnley,1,1,D
2019-09-14,2019-20,Man United,Leicester,1,0,H
2019-09-14,2019-20,Sheffield United,Southampton,0,1,A
2019-09-14,2019-20,Tottenham,Crystal Palace,4,0,H
2019-09-14,2019-20,Wolves,Chelsea,2,5,A
2019-09-14,2019-20,Norwich,Man City,3,2,H
2019-09-15,2019-20,Bournemouth,Everton,3,1,H
2019-09-15,2019-20,Watford,Arsenal,2,2,D
2019-09-16,2019-20,Aston Villa,West Ham,0,0,D
2019-09-20,2019-20,Southampton,Bournemouth,1,3,A
2019-09-21,2019-20,Leicester,Tottenham,2,1,H
2019-09-21,2019-20,Burnley,Norwich,2,0,H
2019-09-21,2019-20,Everton,Sheffield United,0,2,A
2019-09-21,2019-20,Man City,Watford,8,0,H
2019-09-21,2019-20,Newcastle,Brighton,0,0,D
2019-09-22,2019-20,Crystal Palace,Wolves,1,1,D
2019-09-22,2019-20,West Ham,Man United,2,0,H
2019-09-22,2019-20,Arsenal,Aston Villa,3,2,H
2019-09-22,2019-20,Chelsea,Liverpool,1,2,A
2019-09-28,2019-20,Sheffield United,Liverpool,0,1,A
2019-09-28,2019-20,Aston Villa,Burnley,2,2,D
2019-09-28,2019-20,Bournemouth,West Ham,2,2,D
2019-09-28,2019-20,Chelsea,Brighton,2,0,H
2019-09-28,2019-20,Crystal Palace,Norwich,2,0,H
2019-09-28,2019-20,Tottenham,Southampton,2,1,H
2019-09-28,2019-20,Wolves,Watford,2,0,H
2019-09-28,2019-20,Everton,Man City,1,3,A
2019-09-29,2019-20,Leicester,Newcastle,5,0,H
2019-09-30,2019-20,Man United,Arsenal,1,1,D
2019-10-05,2019-20,Brighton,Tottenham,3,0,H
2019-10-05,2019-20,Burnley,Everton,1,0,H
2019-10-05,2019-20,Liverpool,Leicester,2,1,H
2019-10-05,2019-20,Norwich,Aston Villa,1,5,A
2019-10-05,2019-20,Watford,Sheffield United,0,0,D
2019-10-05,2019-20,West Ham,Crystal Palace,1,2,A
2019-10-06,2019-20,Arsenal,Bournemouth,1,0,H
2019-10-06,2019-20,Man City,Wolves,0,2,A
2019-10-06,2019-20,Southampton,Chelsea,1,4,A
2019-10-06,2019-20,Newcastle,Man United,1,0,H
2019-10-19,2019-20,Everton,West Ham,2,0,H
2019-10-19,2019-20,Aston Villa,Brighton,2,1,H
2019-10-19,2019-20,Bournemouth,Norwich,0,0,D
2019-10-19,2019-20,Chelsea,Newcastle,1,0,H
2019-10-19,2019-20,Leicester,Burnley,2,1,H
2019-10-19,2019-20,Tottenham,Watford,1,1,D
2019-10-19,2019-20,Wolves,Southampton,1,1,D
2019-10-19,2019-20,Crystal Palace,Man City,0,2,A
2019-10-20,2019-20,Man United,Liverpool,1,1,D
2019-10-21,2019-20,Sheffield United,Arsenal,1,0,H
2019-10-25,2019-20,Southampton,Leicester,0,9,A
2019-10-26,2019-20,Man City,Aston Villa,3,0,H
2019-10-26,2019-20,Brighton,Everton,3,2,H
2019-10-26,2019-20,Watford,Bournemouth,0,0,D
2019-10-26,2019-20,West Ham,Sheffield United,1,1,D
2019-10-26,2019-20,Burnley,Chelsea,2,4,A
2019-10-27,2019-20,Newcastle,Wolves,1,1,D
2019-10-27,2019-20,Arsenal,Crystal Palace,2,2,D
2019-10-27,2019-20,Liverpool,Tottenham,2,1,H
2019-10-27,2019-20,Norwich,Man United,1,3,A
2019-11-02,2019-20,Bournemouth,Man United,1,0,H
2019-11-02,2019-20,Arsenal,Wolves,1,1,D
